ItemID,Type,FloorPlan,Bed,Bath,SQFT,FloorPlanURL,Apartment,RentMin,AvailableDate,PropertyAddress,PropertyPhone,Website,CommunityAmenities,ApartmentAmenities,Specials
3734,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1141,"$1,299","Apr 21, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3735,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1569,"$1,349","Apr 23, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3736,1 Bedroom,A5,1,1,870,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525e01a27e28.62394192156.jpg&w=350&h=300,1451,"$1,624","Apr 09, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3737,1 Bedroom,A5,1,1,870,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525e01a27e28.62394192156.jpg&w=350&h=300,1443,"$1,624","May 03, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3738,1 Bedroom,A5,1,1,870,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525e01a27e28.62394192156.jpg&w=350&h=300,1439,"$1,624","May 11, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3739,1 Bedroom,A6,1,1,,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524253a44f52.76782777320.jpg&w=350&h=300,,,,"4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3740,2 Bedroom,B1,2,2,"1,105",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524ab32b4f40.19773799228.jpg&w=350&h=300,1352,"$1,835","Apr 16, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3741,2 Bedroom,B1,2,2,"1,105",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524ab32b4f40.19773799228.jpg&w=350&h=300,1110,"$1,785","Apr 22, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3742,2 Bedroom,B2,2,2,"1,312",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524ed96ae804.23368597612.jpg&w=350&h=300,1340,"$2,025","Apr 23, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3743,2 Bedroom,B2a,2,2,"1,312",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c5250422b1267.53864190351.jpg&w=350&h=300,1372,"$1,950","Apr 20, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3744,2 Bedroom,B3,2,2,"1,333",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525777a27471.72175514516.jpg&w=350&h=300,1214,"$2,048","May 14, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3745,2 Bedroom,B3,2,2,"1,333",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525777a27471.72175514516.jpg&w=350&h=300,1318,"$2,055","Jun 16, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3746,2 Bedroom,B4,2,2,"1,497",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525a555e5030.45883397532.jpg&w=350&h=300,1448,"$2,355","Apr 09, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3747,2 Bedroom,B4,2,2,"1,497",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525a555e5030.45883397532.jpg&w=350&h=300,1446,"$2,355","Apr 16, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3748,2 Bedroom,B4,2,2,"1,497",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525a555e5030.45883397532.jpg&w=350&h=300,1402,"$2,355","Apr 28, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3749,2 Bedroom,B5,2,2,,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525ac1c3cf17.39163973103.jpg&w=350&h=300,,,,"4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3750,2 Bedroom,B6,2,2,,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525b582439d5.59797708812.jpg&w=350&h=300,,,,"4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3751,2 Bedroom,B7,2,2,,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525c993a8918.87147675924.jpg&w=350&h=300,,,,"4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
